f_p,f_s,P_0,tp,ts,Delta_tp,Delta_ts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10
0.07832305,0.23782933,-1.787208e-06,1.0000014,0.23637694,-1.642853e-06,1.0000015,0.67498916,0.34069633,0.6363131,0.39777508,0.5507685,0.52879006,0.34368637,0.8493083,0.11664358,0.90699124
