Leuchtdichte,Farbort_x,Farbort_y,Rod_Signal,S_Signal,M_Signal,L_Signal,Melanopsin_Signal,f_p,f_s,P_0,tp,ts,Delta_tp,Delta_ts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,Spektrum
0,0,0,1,1,1,1,1,1,0,1,0.923993328568025,0.329467831612391,1,0.592686292548298,0.702384889140013,0.325333289645466,0.63724297670558,0.414776894566933,0.510660804808314,0.599426739363584,0.233347588540832,1,0,0.183484399136599,Quasi_450nm
0.886363636363642,0.0509930220075148,1,0.0985166564452322,0.00119233577654334,0.312365415986949,0,0.0576493256262042,0.54556259505847,0.084139238791819,0,0.4534191088873,0,0,1,0.640130278986783,0.364674582419852,0.629953890775052,0.375641457387348,0.619370718458942,0.383792724128452,0.613497154843136,0.396618406492538,0.623422476887755,0.549382024606114,Quasi_530nm
0.977272727272716,0.932045088566828,0.417577375490114,0.00134114205996725,0,0.0510059815116911,0.37189972737549,0,0.715041145838579,0.462549099282135,1,0.698832499404336,1,1,0.100965961361546,0,1,0,1,0,1,0,0.962821416940187,0.453688798236626,0.259547003520457,Quasi_610nm
0.545454545454537,1,0.361349795611913,0,0.000231072824911499,0,0.408005851452889,0.000214698596201486,0.807782959478651,1,1,0.928758637121754,0.8868149324861,1,0,0.612278940104338,0.378618804975764,0.633113288580205,0.352787959414172,0.662622927149705,0.323270349795347,0.684723290026558,0.303108376004689,0.865336211391131,0,Quasi_660nm
1,0.67085346215781,0.560078974444537,0.0418045437084263,0.00193484978725895,0.171723762914628,0.199414854711084,0.0246958436553812,0.521011069590355,0.244169036976839,1,0.90016678579938,0.457664813343924,1,0.100965961361546,1,0,1,0,1,0,1,0,1,0.342711098899036,Poly2000K
0.840909090909073,0.335068885310431,0.458413281054476,0.0905911134174861,0.019579570697501,0.252180532898314,0.156991821264712,0.0670079823837049,0,0.255668427468509,0,0,0.129626687847498,0,1,0.963464069062465,0.0540737902726085,0.919455948095495,0.121216415721202,0.814443610865112,0.291155031441413,0.528268962083771,0.771357612331433,0.0596778987968103,1,Poly_5000K
0.227272727272716,0.227911969940955,0.357109090403493,0.116173903666912,0.0368761418848764,0.280108754758021,0.161513398497241,0.0914120561519405,0.0783231434010536,0.237830150345388,0,1,0.236378077839555,0,1,0.674989589530664,0.340695592858135,0.636313735382871,0.397774508404813,0.550769039257172,0.528789479017334,0.343686829414221,0.849308329643946,0.116643544984544,0.906990713202949,Poly_10000K
